DU21
1.0 0.0019
0.986 0.0062
0.971 0.0103
0.9549 0.0146
0.9378 0.0191
0.9196 0.0238
0.9004 0.0287
0.8801 0.0338
0.8588 0.0391
0.8365 0.0447
0.8131 0.0504
0.7886 0.0563
0.7631 0.0624
0.7367 0.0686
0.71 0.0747
0.6833 0.0807
0.6567 0.0866
0.63 0.0922
0.6033 0.0976
0.5767 0.1027
0.55 0.1074
0.5233 0.1118
0.4967 0.1156
0.47 0.1189
0.4433 0.1215
0.4167 0.1233
0.39 0.1244
0.3633 0.1246
0.3367 0.1238
0.31 0.1223
0.2833 0.1198
0.2567 0.1165
0.2305 0.1124
0.2058 0.1077
0.1824 0.1026
0.1605 0.097
0.14 0.091
0.1209 0.0848
0.1032 0.0784
0.0868 0.0719
0.0719 0.0652
0.0584 0.0585
0.0463 0.0518
0.0356 0.0452
0.0263 0.0387
0.0184 0.0325
0.0119 0.0263
0.0068 0.0202
0.0031 0.0141
0.0008 0.0074
0.0002 -0.0029
0.0018 -0.0086
0.0048 -0.014
0.0092 -0.0191
0.015 -0.0244
0.0222 -0.0298
0.0308 -0.0352
0.0408 -0.0406
0.0522 -0.0458
0.065 -0.0509
0.0792 -0.0559
0.0948 -0.0607
0.1118 -0.0654
0.1303 -0.0698
0.1501 -0.0738
0.1713 -0.0775
0.194 -0.0806
0.218 -0.0832
0.2434 -0.0852
0.27 -0.0865
0.2967 -0.0869
0.3233 -0.0866
0.35 -0.0855
0.3767 -0.0838
0.4033 -0.0813
0.43 -0.0782
0.4567 -0.0745
0.4833 -0.0701
0.51 -0.0651
0.5367 -0.0596
0.5633 -0.0536
0.59 -0.0473
0.6167 -0.0408
0.6433 -0.0341
0.67 -0.0274
0.6967 -0.0209
0.7233 -0.0147
0.75 -0.009
0.776 -0.0042
0.801 -0.0002
0.8249 0.0027
0.8478 0.0048
0.8696 0.006
0.8904 0.0065
0.9101 0.0063
0.9288 0.0055
0.9465 0.0043
0.9631 0.0028
0.9786 0.001
0.9931 -0.0009
