DU35
1.0 0.0028
0.986 0.0068
0.971 0.0112
0.9549 0.0157
0.9378 0.0205
0.9196 0.0255
0.9004 0.0308
0.8801 0.0364
0.8588 0.0423
0.8365 0.0485
0.8131 0.0551
0.7886 0.0618
0.7631 0.0688
0.7367 0.0761
0.71 0.0832
0.6833 0.0902
0.6567 0.0971
0.63 0.1038
0.6033 0.1102
0.5767 0.1163
0.55 0.1222
0.5233 0.1278
0.4967 0.1329
0.47 0.1376
0.4433 0.1419
0.4167 0.1457
0.39 0.1489
0.3633 0.1515
0.3367 0.1535
0.31 0.1548
0.2833 0.1552
0.2567 0.1546
0.2305 0.1525
0.2058 0.149
0.1824 0.1444
0.1605 0.1388
0.14 0.1323
0.1209 0.125
0.1032 0.1172
0.0868 0.1087
0.0719 0.0998
0.0584 0.0905
0.0463 0.0808
0.0356 0.071
0.0263 0.061
0.0184 0.0509
0.0119 0.0409
0.0068 0.031
0.0031 0.0206
0.0008 0.0099
0.0002 -0.0046
0.0018 -0.0151
0.0048 -0.0258
0.0092 -0.0364
0.015 -0.0472
0.0222 -0.0582
0.0308 -0.0696
0.0408 -0.0812
0.0522 -0.0932
0.065 -0.1053
0.0792 -0.1173
0.0948 -0.1291
0.1118 -0.1406
0.1303 -0.1517
0.1501 -0.1621
0.1713 -0.1716
0.194 -0.1802
0.218 -0.1873
0.2434 -0.1925
0.27 -0.1952
0.2967 -0.1954
0.3233 -0.193
0.35 -0.1886
0.3767 -0.1825
0.4033 -0.175
0.43 -0.1663
0.4567 -0.1568
0.4833 -0.1467
0.51 -0.1361
0.5367 -0.1252
0.5633 -0.1141
0.59 -0.1029
0.6167 -0.0918
0.6433 -0.0807
0.67 -0.0699
0.6967 -0.0592
0.7233 -0.0489
0.75 -0.039
0.776 -0.0298
0.801 -0.0216
0.8249 -0.0145
0.8478 -0.0086
0.8696 -0.0038
0.8904 -0.0001
0.9101 0.0024
0.9288 0.004
0.9465 0.0046
0.9631 0.0039
0.9786 0.0021
0.9931 -0.001
