DU40
1.0 0.0035
0.986 0.008
0.971 0.0128
0.9549 0.018
0.9378 0.0235
0.9196 0.0294
0.9004 0.0356
0.8801 0.0423
0.8588 0.0494
0.8365 0.0568
0.8131 0.0648
0.7886 0.073
0.7631 0.0816
0.7367 0.0906
0.71 0.0995
0.6833 0.1082
0.6567 0.1168
0.63 0.1253
0.6033 0.1334
0.5767 0.1413
0.55 0.1488
0.5233 0.1559
0.4967 0.1625
0.47 0.1684
0.4433 0.1738
0.4167 0.1785
0.39 0.1825
0.3633 0.1856
0.3367 0.188
0.31 0.1894
0.2833 0.1898
0.2567 0.1889
0.2305 0.1866
0.2058 0.1828
0.1824 0.1778
0.1605 0.1716
0.14 0.1644
0.1209 0.1562
0.1032 0.1472
0.0868 0.1375
0.0719 0.127
0.0584 0.116
0.0463 0.1045
0.0356 0.0925
0.0263 0.0801
0.0184 0.0675
0.0119 0.0547
0.0068 0.0418
0.0031 0.0274
0.0008 0.0122
0.0002 -0.0057
0.0018 -0.0196
0.0048 -0.0344
0.0092 -0.0478
0.015 -0.0611
0.0222 -0.0744
0.0308 -0.0875
0.0408 -0.1006
0.0522 -0.1137
0.065 -0.1267
0.0792 -0.1392
0.0948 -0.1514
0.1118 -0.1629
0.1303 -0.1738
0.1501 -0.1838
0.1713 -0.1929
0.194 -0.2008
0.218 -0.2073
0.2434 -0.2121
0.27 -0.2147
0.2967 -0.215
0.3233 -0.2132
0.35 -0.2095
0.3767 -0.2041
0.4033 -0.1972
0.43 -0.189
0.4567 -0.1798
0.4833 -0.1694
0.51 -0.1583
0.5367 -0.1464
0.5633 -0.134
0.59 -0.1212
0.6167 -0.1084
0.6433 -0.0955
0.67 -0.0827
0.6967 -0.0702
0.7233 -0.0581
0.75 -0.0466
0.776 -0.036
0.801 -0.0266
0.8249 -0.0186
0.8478 -0.0119
0.8696 -0.0065
0.8904 -0.0024
0.9101 0.0005
0.9288 0.0023
0.9465 0.003
0.9631 0.0026
0.9786 0.001
0.9931 -0.0018
